Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
GS85403,Washington,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52179,Sports Car,Medsize,A
SK95364,California,4620.390087,No,Extended,College,2/26/11,Unemployed,F,0,Suburban,Single,130,11,0,0,1,Personal Auto,Personal L2,Offer3,Agent,936,SUV,Medsize,A
UI80897,Washington,5552.596353,No,Basic,High School or Below,2/27/11,Employed,M,50470,Suburban,Divorced,71,1,87,0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.498287,Two-Door Car,Large,A
OJ65428,Nevada,3842.028065,No,Premium,College,1/19/11,Disabled,M,27906,Suburban,Divorced,102,5,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize,nan
WP64059,California,5093.379714,No,Basic,Bachelor,1/6/11,Employed,F,91814,Urban,Married,63,30,99,0,3,Personal Auto,Personal L1,Offer3,Call Center,167.037619,Two-Door Car,Medsize,A
IP52990,Oregon,16794.31422,No,Basic,High School or Below,2/24/11,Employed,F,38399,Urban,Married,106,12,6,0,2,Personal Auto,Personal L3,Offer2,Web,368.890904,SUV,Medsize,A
VF36700,Oregon,24278.10167,No,Extended,Master,2/26/11,Retired,F,20983,Urban,Single,97,10,52,1,2,Personal Auto,Personal L2,Offer1,Branch,451.751555,Four-Door Car,Medsize,A
NR16284,California,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L3,Offer2,Call Center,7.345946,Two-Door Car,Small,A
AB13432,California,3735.838129,No,Basic,Bachelor,1/4/11,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792,SUV,Medsize,nan
XX53620,Oregon,2891.272351,No,Basic,Bachelor,2/2/11,Employed,F,80590,Rural,Married,71,4,19,0,1,Corporate Auto,Corporate L3,Offer4,Branch,134.158389,Four-Door Car,Small,A
AZ38648,Washington,11981.98481,Yes,Basic,Master,1/20/11,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,257.248789,Two-Door Car,Medsize,nan
HB24005,California,2347.048112,No,Basic,College,2/2/11,Employed,M,31617,Urban,Single,62,17,29,1,1,Personal Auto,Personal L1,Offer1,Agent,244.269407,,,A
AV76907,Oregon,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize,nan
ER97256,Arizona,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,nan
CJ97736,Oregon,5828.1822,No,Basic,College,2/16/11,Employed,F,31364,Suburban,Married,74,28,47,0,3,Personal Auto,Personal L3,Offer2,Web,461.269135,Four-Door Car,Small,nan
AZ64856,California,5048.051359,No,Extended,High School or Below,2/17/11,Employed,F,34452,Suburban,Married,126,2,51,0,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,A
SA88518,Oregon,7737.265103,No,Basic,College,1/19/11,Employed,F,50296,Rural,Married,65,26,62,1,2,Personal Auto,Personal L2,Offer1,Call Center,46.804,Two-Door Car,Medsize,A
ED61615,California,7950.178237,No,Basic,High School or Below,1/21/11,Employed,M,26189,Suburban,Single,69,6,42,0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,nan
JG35886,,4111.888285,,Premium,College,1/21/11,Employed,F,65085,Urban,Married,103,20,55,0,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,Medsize,A
MW48891,Washington,8007.399376,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,A
DB26077,Arizona,4873.436612,No,Extended,High School or Below,1/5/11,Retired,F,18866,Suburban,Married,126,4,62,0,1,Personal Auto,Personal L2,Offer3,Call Center,604.8,SUV,Medsize,nan
RL31641,Oregon,2252.416825,No,Basic,College,1/29/11,Unemployed,F,0,Suburban,Single,65,13,84,0,1,Personal Auto,Personal L3,Offer3,Web,468,Two-Door Car,Medsize,nan
KX55910,Oregon,4957.033603,No,Basic,College,1/15/11,Employed,F,62803,Suburban,Married,62,16,12,0,5,Personal Auto,Personal L3,Offer2,Web,400.959425,Two-Door Car,Small,A
PJ86059,Oregon,2655.864573,No,Basic,High School or Below,1/4/11,Employed,F,83460,Suburban,Divorced,66,20,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.44552,Four-Door Car,Medsize,nan
QB47024,Washington,5898.733666,No,Extended,Bachelor,2/17/11,Employed,F,53998,Suburban,Divorced,78,5,38,5,8,Personal Auto,Personal L3,Offer1,Call Center,414.519064,Four-Door Car,Medsize,A
LG64797,California,17723.76398,No,Extended,College,2/18/11,Employed,F,25771,Suburban,Married,222,21,58,0,4,Personal Auto,Personal L1,Offer1,Branch,1253.984948,Luxury SUV,Medsize,nan
TP34946,California,5108.038755,No,Basic,College,1/9/11,Disabled,M,26784,Suburban,Married,67,14,82,0,8,Corporate Auto,Corporate L3,Offer3,Branch,482.4,,,nan
OO63074,California,4517.908834,No,Basic,Bachelor,2/9/11,Medical Leave,F,25261,Suburban,Married,118,31,9,0,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medsize,nan
JL70559,Arizona,5310.861767,No,Basic,College,2/2/11,Unemployed,F,0,Suburban,Married,72,17,11,1,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,A
TW73441,Nevada,2773.455358,No,Basic,High School or Below,1/26/11,Employed,F,73478,Urban,Married,68,2,38,0,1,Personal Auto,Personal L2,Offer2,Call Center,241.88878,Four-Door Car,Medsize,A
PZ47901,Arizona,5504.139033,Yes,Basic,Bachelor,2/8/11,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,A
FV22585,,6960.920371,,Extended,College,2/4/11,Employed,M,74487,Rural,Divorced,88,8,86,0,3,Personal Auto,Personal L1,Offer1,Call Center,16.711329,Four-Door Car,Medsize,nan
AU23837,,5010.37931,,Basic,Bachelor,1/19/11,Employed,F,64014,Urban,Single,63,,27,,7,Corporate Auto,Corporate L3,Offer1,Agent,295.871784,Four-Door Car,Large,A
YN39714,Oregon,8488.561363,No,Basic,High School or Below,1/4/11,Employed,F,80213,Suburban,Married,70,12,17,0,2,Personal Auto,Personal L3,Offer1,Branch,440.268527,Two-Door Car,Medsize,nan
HX74855,Washington,2471.528431,Yes,Basic,High School or Below,1/15/11,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L3,Offer2,Agent,114.273025,Two-Door Car,Medsize,A
ME44353,Oregon,5876.054314,No,Basic,College,2/9/11,Employed,F,32848,Urban,Married,74,,59,,5,Personal Auto,Personal L2,Offer3,Call Center,250.454012,Four-Door Car,Medsize,nan
CV40610,California,12313.16484,No,Premium,College,1/17/11,Unemployed,M,0,Suburban,Single,116,7,57,0,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medsize,A
MV69686,Oregon,3982.180708,No,Extended,Doctor,1/3/11,Employed,F,38500,Urban,Married,99,26,49,1,1,Corporate Auto,Corporate L2,Offer1,Agent,423.286512,Four-Door Car,Large,A
IB67546,California,8237.037945,No,Basic,Bachelor,1/17/11,Medical Leave,F,23940,Suburban,Married,107,13,34,0,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,A
AV93209,California,12487.58095,No,Premium,High School or Below,1/11/11,Employed,F,31283,Suburban,Married,104,,3,,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize,nan
OZ41737,Oregon,5366.779081,No,Basic,Doctor,2/22/11,Unemployed,F,0,Urban,Married,70,5,29,0,4,Personal Auto,Personal L2,Offer1,Agent,223.174067,Four-Door Car,Large,nan
QQ39596,Arizona,2517.533581,No,Basic,College,2/26/11,Unemployed,F,0,Rural,Married,69,,71,,1,Personal Auto,Personal L3,Offer2,Call Center,42.096415,Four-Door Car,Medsize,nan
DQ19343,California,5583.068307,No,Basic,High School or Below,2/22/11,Employed,F,57925,Urban,Single,72,33,13,1,3,Corporate Auto,Corporate L2,Offer1,Agent,204.620759,Two-Door Car,Medsize,nan
IG89777,California,7356.559341,No,Extended,High School or Below,1/9/11,Employed,M,81145,Urban,Married,92,34,92,0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.060571,Two-Door Car,Large,A
SH48087,California,10144.3094,No,Extended,College,1/29/11,Medical Leave,F,27231,Suburban,Married,88,0,7,0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,nan
FL82372,Oregon,8672.194272,No,Basic,College,1/26/11,Employed,F,22547,Suburban,Divorced,112,7,60,0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize,A
WJ57919,California,2674.730716,Yes,Basic,College,2/15/11,Employed,M,56342,Suburban,Single,69,12,89,0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,nan
CI60365,California,34611.37896,Yes,Basic,High School or Below,1/14/11,Employed,F,20090,Suburban,Married,109,10,59,0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize,nan
DR84620,California,8071.334962,No,Basic,Bachelor,2/7/11,Employed,M,72149,Rural,Married,101,18,43,0,6,Personal Auto,Personal L2,Offer2,Call Center,69.310166,SUV,Medsize,A
BG42047,Nevada,2511.944048,No,Basic,College,1/15/11,Medical Leave,M,17658,Suburban,Married,65,10,44,0,1,Personal Auto,Personal L3,Offer3,Web,312,,,A
AF41118,California,7255.714453,No,Extended,College,1/5/11,Medical Leave,M,10710,Suburban,Married,94,12,33,0,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,nan
QQ25666,Arizona,14510.7505,No,Basic,High School or Below,1/25/11,Employed,M,60120,Urban,Married,182,30,21,0,6,Personal Auto,Personal L3,Offer2,Branch,716.469391,Luxury Car,Medsize,A
OK31456,California,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16,43,0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury Car,Medsize,nan
VZ18907,,21991.61598,,Basic,College,1/12/11,Employed,F,80807,Rural,Married,109,1,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132.139111,SUV,Large,nan
YU79270,Arizona,4633.336334,No,Basic,College,1/15/11,Medical Leave,M,27132,Suburban,Single,63,32,59,1,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A
WK18603,California,5272.518472,No,Basic,Doctor,2/18/11,Employed,M,85607,Rural,Single,66,26,1,0,3,Personal Auto,Personal L2,Offer2,Agent,67.647131,Four-Door Car,Medsize,nan
JK90180,Arizona,4340.086445,No,Basic,College,1/6/11,Unemployed,M,0,Suburban,Single,62,22,39,0,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medsize,nan
KC22636,California,5488.931031,No,Basic,High School or Below,2/17/11,Employed,F,33881,Rural,Married,68,11,83,0,9,Personal Auto,Personal L3,Offer2,Web,65.659137,Four-Door Car,Large,A
SO43919,California,14228.23432,No,Extended,Bachelor,1/16/11,Employed,M,31650,Suburban,Married,121,25,17,0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize,A
NE29938,California,12840.43291,No,Extended,College,2/3/11,Unemployed,F,0,Suburban,Single,90,1,94,0,2,Personal Auto,Personal L2,Offer1,Call Center,648,Two-Door Car,Large,nan
WW30771,Arizona,2673.319593,No,Basic,Master,2/13/11,Employed,M,28728,Suburban,Married,67,8,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A
BL29046,Oregon,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.577946,Four-Door Car,Medsize,A
LN50325,Arizona,10064.60828,No,Extended,High School or Below,2/3/11,Employed,F,20440,Suburban,Married,128,11,54,2,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,A
TL43709,Washington,8972.140307,No,Basic,Bachelor,1/27/11,Employed,M,89689,Rural,Divorced,74,,4,,2,Personal Auto,Personal L3,Offer1,Branch,136.829537,Four-Door Car,Large,A
VQ65197,California,8197.197078,No,Basic,College,1/6/11,Unemployed,F,0,Suburban,Married,110,27,87,0,3,Personal Auto,Personal L3,Offer2,Agent,528,SUV,Medsize,nan
VQ97965,Oregon,3514.212939,No,Extended,Bachelor,2/23/11,Employed,F,73643,Rural,Single,89,2,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.486454,Four-Door Car,Medsize,nan
SZ70655,California,4293.009593,No,Basic,College,1/31/11,Unemployed,F,0,Suburban,Single,61,18,15,0,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,A
QP69826,Arizona,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize,A
YZ19736,Arizona,2580.849899,Yes,Basic,College,2/9/11,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,,,A
CP92616,Nevada,46805.22306,No,Extended,High School or Below,2/25/11,Employed,M,83006,Urban,Married,235,8,61,1,2,Personal Auto,Personal L1,Offer3,Agent,1065.049894,Luxury SUV,Small,nan
NX37589,Washington,2666.976685,No,Basic,Bachelor,2/8/11,Employed,F,79251,Suburban,Married,67,10,32,1,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medsize,nan
UT21323,California,13057.01188,No,Basic,College,2/13/11,Unemployed,M,0,Suburban,Single,190,9,67,0,7,Personal Auto,Personal L3,Offer3,Branch,1833.182529,Luxury SUV,Small,nan
CM78608,California,5823.162917,No,Basic,High School or Below,1/31/11,Employed,F,88359,Rural,Divorced,73,1,49,0,9,Personal Auto,Personal L3,Offer2,Call Center,35.915639,Two-Door Car,Medsize,A
GU41198,California,9536.338382,No,Extended,Bachelor,1/7/11,Employed,F,62421,Suburban,Divorced,80,22,50,2,2,Corporate Auto,Corporate L3,Offer1,Call Center,384,Four-Door Car,Medsize,nan
YB42706,Nevada,8107.26533,No,Extended,College,1/23/11,Unemployed,M,0,Suburban,Married,76,0,91,0,2,Corporate Auto,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small,nan
UX91266,California,3484.141641,No,Extended,Bachelor,1/10/11,Employed,M,34307,Rural,Divorced,92,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.025014,Four-Door Car,Medsize,A
WO53546,Oregon,34039.05613,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Divorced,104,26,66,0,2,Personal Auto,Personal L3,Offer2,Agent,499.2,Sports Car,Medsize,A
ZX85480,Washington,7995.441263,No,Basic,High School or Below,1/2/11,Employed,F,66685,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,Large,A
NS57426,Arizona,11611.94584,No,Extended,Bachelor,2/11/11,Employed,M,28915,Suburban,Single,76,10,49,0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medsize,nan
QJ22057,Nevada,4454.104455,No,Basic,College,2/22/11,Unemployed,F,0,Suburban,Single,68,5,72,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large,A
FZ79470,Arizona,5395.346288,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Married,74,13,30,0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize,A
EM29019,Arizona,8447.888167,No,Basic,Bachelor,2/18/11,Employed,F,61337,Rural,Married,105,35,46,0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54009,SUV,Medsize,nan
VE64781,Arizona,2927.07045,No,Basic,Bachelor,2/14/11,Employed,F,75685,Suburban,Married,73,35,47,0,1,Personal Auto,Personal L3,Offer2,Agent,369.918482,Four-Door Car,Small,A
ZS94723,Arizona,2960.029328,No,Extended,High School or Below,2/5/11,Unemployed,F,0,Suburban,Single,82,0,28,0,1,Personal Auto,Personal L2,Offer1,Agent,590.4,Four-Door Car,Medsize,nan
UB51030,Washington,6582.450781,No,Basic,High School or Below,2/15/11,Unemployed,F,0,Suburban,Single,62,3,44,0,2,Special Auto,Special L3,Offer1,Agent,297.6,Four-Door Car,Medsize,A
IN65727,Washington,2693.530229,No,Basic,Master,1/15/11,Employed,F,63684,Suburban,Single,68,,87,,1,Personal Auto,Personal L3,Offer2,Agent,343.889585,Two-Door Car,Medsize,nan
IE36279,California,2844.849804,No,Basic,Bachelor,2/6/11,Employed,M,80306,Suburban,Divorced,71,11,12,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize,A
KL65897,California,6331.338496,No,Extended,Bachelor,2/21/11,Unemployed,F,0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.714302,,,A
BT20606,Arizona,5837.528088,No,Basic,Doctor,1/10/11,Employed,M,83308,Suburban,Married,73,,81,,7,Personal Auto,Personal L2,Offer3,Agent,419.471438,Four-Door Car,Medsize,A
VK57280,,4727.354548,,Basic,Bachelor,1/3/11,Unemployed,M,0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize,nan
BW80872,Washington,4434.411172,No,Premium,High School or Below,1/13/11,Employed,M,34549,Rural,Married,111,8,78,0,1,Personal Auto,Personal L2,Offer2,Web,125.933005,Four-Door Car,Medsize,A
XQ51968,California,5568.947534,Yes,Extended,High School or Below,1/1/11,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L3,Offer1,Agent,407.440238,Two-Door Car,Medsize,nan
EP29567,Washington,7031.463693,No,Extended,Master,1/24/11,Retired,M,16224,Suburban,Married,93,13,55,0,9,Corporate Auto,Corporate L1,Offer3,Web,498.452698,Four-Door Car,Medsize,A
AX70794,California,2449.31771,No,Basic,High School or Below,2/4/11,Employed,M,47122,Suburban,Single,62,6,77,0,1,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medsize,A
NJ46849,Arizona,2504.444752,No,Basic,College,1/9/11,Unemployed,M,0,Suburban,Single,69,23,15,0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,A
WH20102,California,9095.049868,Yes,Basic,College,1/11/11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,A
QO86948,Nevada,8071.65295,No,Basic,High School or Below,2/18/11,Unemployed,M,0,Suburban,Single,112,3,84,0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,A
DN14211,Oregon,15032.9003,No,Basic,College,1/17/11,Medical Leave,M,17150,Suburban,Married,65,28,19,0,2,Personal Auto,Personal L2,Offer1,Agent,689.800891,Two-Door Car,Medsize,A
GL66847,Arizona,8256.2978,Yes,Basic,Bachelor,1/25/11,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,nan
YJ16163,Oregon,11009.13049,Yes,Premium,Bachelor,1/24/11,Employed,F,51643,Suburban,Single,283,16,43,0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A
QT27514,California,5318.89664,Yes,Basic,Bachelor,1/12/11,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,nan
QF17381,Arizona,4733.507343,No,Basic,Bachelor,1/6/11,Unemployed,F,0,Suburban,Married,62,5,41,0,3,Corporate Auto,Corporate L3,Offer1,Agent,740.838216,Four-Door Car,Small,nan
BL90769,California,33473.34946,Yes,Basic,Bachelor,1/11/11,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,nan
LH26563,Oregon,4550.856045,No,Premium,High School or Below,2/8/11,Disabled,F,17913,Suburban,Married,116,0,39,0,1,Personal Auto,Personal L3,Offer3,Web,556.8,Four-Door Car,Small,A
WK24299,California,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,nan
MN74944,Arizona,6285.15476,No,Extended,College,2/28/11,Employed,M,52210,Suburban,Married,80,6,74,0,9,Personal Auto,Personal L1,Offer1,Branch,384,Four-Door Car,Medsize,nan
LE65901,Oregon,4434.941371,No,Basic,Bachelor,2/20/11,Employed,F,58082,Rural,Married,112,31,66,1,1,Personal Auto,Personal L3,Offer1,Call Center,103.022126,SUV,Medsize,A
OO72857,Oregon,17254.03699,No,Basic,Bachelor,1/14/11,Unemployed,M,0,Suburban,Married,69,33,49,1,2,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,nan
FP34904,Oregon,2915.614781,No,Basic,College,1/8/11,Employed,M,86599,Suburban,Married,73,32,89,0,1,Corporate Auto,Corporate L1,Offer2,Web,350.4,Four-Door Car,Medsize,nan
MR60878,Oregon,15762.53198,No,Basic,Bachelor,2/15/11,Employed,F,44362,Rural,Married,66,15,75,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,142.113373,Four-Door Car,Small,A
CY45848,Oregon,4273.587765,No,Premium,Bachelor,1/30/11,Employed,F,82214,Rural,Married,106,11,19,1,1,Personal Auto,Personal L1,Offer3,Branch,239.143671,Four-Door Car,Medsize,A
BC66921,Nevada,2816.567395,No,Basic,High School or Below,2/16/11,Employed,F,41228,Suburban,Single,71,19,13,0,1,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small,nan
FM52759,Nevada,5548.031892,Yes,Basic,Bachelor,1/13/11,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,nan
HH30454,Oregon,32654.8383,No,Premium,Bachelor,2/23/11,Unemployed,M,0,Suburban,Single,153,7,75,0,2,Personal Auto,Personal L3,Offer3,Branch,1101.6,SUV,Medsize,A
EA52579,,7687.296987,,Basic,Bachelor,2/26/11,Unemployed,F,0,Suburban,Divorced,109,0,5,0,3,Personal Auto,Personal L1,Offer3,Call Center,523.2,SUV,Medsize,nan
XS94482,Arizona,4151.667368,No,Basic,Master,2/17/11,Unemployed,F,0,Urban,Single,61,,71,,9,Personal Auto,Personal L2,Offer1,Web,208.892861,Two-Door Car,Medsize,nan
NI18835,California,2927.734329,No,Basic,Bachelor,2/15/11,Employed,M,51991,Rural,Married,73,4,95,0,1,Personal Auto,Personal L3,Offer2,Web,124.376921,Four-Door Car,Medsize,A
RS66246,California,2943.045259,No,Extended,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,81,,23,,1,Personal Auto,Personal L3,Offer4,Branch,388.8,Two-Door Car,Large,A
